Student,Topic,Top_Num,Question,Hints,Compiles,Correct,Start,Finish
,Final Prep: Weeks 5-9,12,1,9,0,1,2016-04-09  19:13:24.98,2016-04-09  23:25:29.28
,Final Prep: Weeks 5-9,12,1,0,1,0,2016-04-09  23:35:18.27,2016-04-09  23:35:22.19
,Final Prep: Weeks 5-9,12,2,0,3,1,2016-04-09  23:35:22.19,2016-04-09  23:40:56.81
,Final Prep: Weeks 5-9,12,3,0,3,1,2016-04-09  23:40:56.81,2016-04-09  23:48:02.18
,Final Prep: Weeks 5-9,12,4,6,7,1,2016-04-09  23:48:02.18,2016-04-09  23:59:34.33
,Final Prep: Weeks 10-13,13,1,4,0,1,2016-04-09  23:59:34.66,2016-04-10  00:04:42.02
,Final Prep: Weeks 10-13,13,2,0,3,1,2016-04-10  00:04:42.02,2016-04-10  00:09:42.67
,Final Prep: Weeks 10-13,13,3,9,0,1,2016-04-10  00:09:42.67,2016-04-10  00:18:54.67
,Final Prep: Weeks 10-13,13,4,0,2,1,2016-04-10  00:18:54.67,2016-04-10  00:23:29.57
,More Final Review,14,1,0,2,1,2016-04-10  17:15:08.96,2016-04-10  17:19:26.12
,More Final Review,14,2,9,0,0,2016-04-10  17:19:26.12,2016-04-10  17:43:01.86
,More Final Review,14,3,9,9,1,2016-04-10  17:43:01.86,2016-04-10  18:19:19.19
,More Final Review,14,4,7,10,0,2016-04-10  18:19:19.19,2016-04-10  18:42:32.15
,More Final Review,14,5,14,3,0,2016-04-10  18:42:32.16,2016-04-10  18:58:05.64
,Arrays,9,1,0,0,1,2016-04-10  20:41:11.94,2016-04-10  20:49:37.65
,Arrays,9,2,0,4,1,2016-04-10  20:49:37.65,2016-04-10  20:52:27.58
,Arrays,9,3,0,0,1,2016-04-10  20:52:27.58,2016-04-10  20:55:45.08
,Arrays,9,4,0,2,1,2016-04-10  20:55:45.08,2016-04-10  21:01:04.51
,Arrays,9,5,0,0,1,2016-04-10  21:01:04.51,2016-04-10  21:05:31.41
,Arrays,9,1,10,12,0,2016-04-10  21:27:10.79,2016-04-10  21:27:14.23
,Arrays,9,6,0,1,1,2016-04-10  21:27:14.23,2016-04-10  21:32:26.45
,Arrays,9,7,0,5,1,2016-04-10  21:32:26.45,2016-04-10  21:56:37.42
,Arrays,9,8,0,0,1,2016-04-10  21:56:37.42,2016-04-10  22:00:29.26
,More Final Review,14,1,0,2,1,2016-04-11  03:12:11.75,2016-04-11  03:14:42.17
,More Final Review,14,2,0,0,1,2016-04-11  03:14:42.17,2016-04-11  03:17:18.07
,More Final Review,14,3,0,3,1,2016-04-11  03:17:18.07,2016-04-11  03:23:49.68
,More Final Review,14,4,0,11,0,2016-04-11  03:23:49.69,2016-04-11  03:43:04.82
,Final Prep: Weeks 10-13,13,1,0,0,1,2016-04-11  16:57:11.71,2016-04-11  16:58:19.12
,Final Prep: Weeks 10-13,13,2,0,5,1,2016-04-11  16:58:19.12,2016-04-11  17:04:18.19
56a6b512c478dbdffc7190e3,216
,Print statements,1,1,0,0,1,2016-01-29  08:04:03.75,2016-01-29  08:04:49.77
,Print statements,1,2,0,0,1,2016-01-29  08:04:49.77,2016-01-29  08:05:25.52
,Print statements,1,3,0,0,0,2016-01-29  08:05:25.52,2016-01-29  08:06:01.33
,Print statements,1,3,0,0,1,2016-01-29  08:06:05.28,2016-01-29  08:06:51.34
,Print statements,1,4,0,0,1,2016-01-29  08:06:51.34,2016-01-29  08:07:37.66
,Print statements,1,5,0,0,1,2016-01-29  08:07:37.66,2016-01-29  08:08:52.94
,Print statements,1,6,0,0,1,2016-01-29  08:08:52.94,2016-01-29  08:09:18.59
,For-loops - code reading,2,1,0,0,1,2016-01-30  08:09:46.45,2016-01-30  08:17:17.60
,For-loops - code reading,2,2,0,0,1,2016-01-30  08:17:17.60,2016-01-30  09:12:16.08
,For-loops - code reading,2,3,0,0,0,2016-01-30  09:12:16.09,2016-01-30  09:17:31.94
,For-loops - code reading,2,3,0,0,1,2016-01-30  09:17:42.81,2016-01-30  09:29:39.18
,Syntax errors,3,1,0,0,1,2016-01-30  23:48:33.75,2016-01-30  23:49:30.56
,Syntax errors,3,2,0,0,1,2016-01-30  23:49:30.56,2016-01-30  23:49:57.03
,Syntax errors,3,3,0,0,1,2016-01-30  23:49:57.03,2016-01-30  23:50:22.42
,Syntax errors,3,4,0,0,1,2016-01-30  23:50:22.42,2016-01-30  23:50:53.20
,Syntax errors,3,5,0,2,1,2016-01-30  23:50:53.20,2016-01-30  23:54:37.34
,For-loops - code writing,5,1,0,0,1,2016-01-31  09:50:44.77,2016-01-31  09:52:13.91
,For-loops - code writing,5,6,0,1,1,2016-01-31  09:52:13.91,2016-01-31  09:55:31.73
,Writing code: methods and for-loops,8,1,0,6,0,2016-01-31  09:55:32.10,2016-01-31  10:12:55.58
,Writing code: methods and for-loops,8,1,0,4,1,2016-01-31  10:13:57.83,2016-01-31  10:18:03.57
,Syntax errors,3,1,0,0,1,2016-01-31  10:19:54.23,2016-01-31  10:20:09.67
,Syntax errors,3,2,0,0,1,2016-01-31  10:20:09.67,2016-01-31  10:20:34.93
,Syntax errors,3,3,0,0,1,2016-01-31  10:20:34.93,2016-01-31  10:21:20.31
,Syntax errors,3,4,0,0,1,2016-01-31  10:21:20.31,2016-01-31  10:22:21.38
,Syntax errors,3,5,0,0,1,2016-01-31  10:22:21.38,2016-01-31  10:22:57.56
,Strings and casting,4,1,0,0,1,2016-02-01  06:08:59.14,2016-02-01  06:11:10.69
,Strings and casting,4,2,0,0,1,2016-02-01  06:11:10.69,2016-02-01  06:29:38.65
,Strings and casting,4,3,0,0,1,2016-02-01  06:29:38.65,2016-02-01  06:33:21.93
,Strings and casting,4,4,0,0,1,2016-02-01  06:33:21.93,2016-02-01  06:34:31.73
,Strings and casting,4,5,0,0,1,2016-02-01  06:34:31.74,2016-02-01  06:36:33.73
,Strings and casting,4,6,0,0,1,2016-02-01  06:36:33.73,2016-02-01  06:38:05.59
,For-loops - code writing,5,1,0,0,1,2016-02-01  06:38:05.85,2016-02-01  06:38:44.72
,For-loops - code writing,5,2,0,0,1,2016-02-01  06:38:44.72,2016-02-01  06:39:34.13
,For-loops - code writing,5,3,0,0,1,2016-02-01  06:39:34.13,2016-02-01  06:43:21.46
,For-loops - code writing,5,4,0,0,1,2016-02-01  06:43:21.46,2016-02-01  06:46:38.77
,Strings and casting,4,1,0,0,1,2016-02-01  09:05:00.09,2016-02-01  09:05:06.26
,For-loops - code writing,5,6,0,0,1,2016-02-01  09:05:22.98,2016-02-01  09:10:57.57
,Strings and casting,4,1,0,4,0,2016-02-01  09:50:44.23,2016-02-01  09:50:50.60
,For-loops - code writing,5,8,1,10,1,2016-02-02  03:52:30.50,2016-02-02  07:10:53.06
,Methods - code reading,6,1,0,0,1,2016-02-02  10:25:41.49,2016-02-02  10:26:16.37
,Methods - code reading,6,2,0,0,1,2016-02-02  10:26:16.37,2016-02-02  10:27:02.01
,Methods - code reading,6,3,0,0,1,2016-02-02  10:27:02.01,2016-02-02  10:29:23.63
,Methods - code reading,6,4,0,0,1,2016-02-02  10:29:23.63,2016-02-02  10:33:49.56
,Methods - code reading,6,5,0,0,1,2016-02-02  10:33:49.56,2016-02-02  10:40:24.43
,Methods - code reading,6,6,0,0,1,2016-02-02  10:40:24.43,2016-02-02  10:42:45.18
,Writing code: methods and for-loops,8,1,0,2,1,2016-02-02  10:42:45.51,2016-02-02  10:46:16.14
,Writing code: methods and for-loops,8,2,0,2,1,2016-02-02  10:46:16.14,2016-02-02  10:49:53.21
,Writing code: methods and for-loops,8,1,0,1,1,2016-02-03  05:11:42.41,2016-02-03  05:14:58.73
,Writing code: methods and for-loops,8,2,0,2,1,2016-02-03  05:14:58.73,2016-02-03  05:17:25.00
,Writing code: methods and for-loops,8,3,0,5,1,2016-02-03  05:17:25.00,2016-02-03  05:27:24.78
,Writing code: methods and for-loops,8,4,0,2,1,2016-02-03  05:27:24.78,2016-02-03  05:56:25.22
,Writing code: methods and for-loops,8,5,0,3,1,2016-02-03  05:56:25.22,2016-02-03  06:04:10.80
,Strings and casting,4,1,0,0,1,2016-02-04  05:50:45.21,2016-02-04  05:51:33.79
,Strings and casting,4,4,0,0,1,2016-02-04  05:51:49.10,2016-02-04  05:52:12.81
,Strings and casting,4,5,0,0,1,2016-02-04  05:52:12.81,2016-02-04  05:52:58.14
,Writing code: methods and for-loops,8,1,0,0,2,2016-02-04  05:54:44.10,2016-02-04  05:57:28.09
,Print statements,1,1,0,0,1,2016-02-28  04:14:15.36,2016-02-28  04:14:41.99
,Print statements,1,2,0,0,1,2016-02-28  04:14:42.00,2016-02-28  04:15:32.77
,Print statements,1,3,0,0,1,2016-02-28  04:15:32.78,2016-02-28  04:23:01.99
,Print statements,1,4,0,0,1,2016-02-28  04:23:01.99,2016-02-28  04:23:42.30
,Print statements,1,5,0,0,1,2016-02-28  04:23:42.30,2016-02-28  04:26:33.88
,Print statements,1,6,0,0,1,2016-02-28  04:26:33.89,2016-02-28  04:27:49.25
,Print statements,1,7,0,0,1,2016-02-28  04:32:35.08,2016-02-28  04:33:21.47
,For-loops - code reading,2,1,0,0,1,2016-02-28  04:33:21.71,2016-02-28  04:34:26.59
,For-loops - code reading,2,2,0,0,1,2016-02-28  04:34:26.59,2016-02-28  04:36:46.14
,For-loops - code reading,2,3,0,0,1,2016-02-28  04:36:46.14,2016-02-28  04:46:26.14
,For-loops - code reading,2,4,0,0,1,2016-02-28  04:46:26.14,2016-02-28  05:02:32.63
,Syntax errors,3,1,0,0,1,2016-02-28  05:02:32.88,2016-02-28  05:09:21.08
,Syntax errors,3,2,0,0,1,2016-02-28  05:09:21.08,2016-02-28  05:09:48.29
,Syntax errors,3,3,0,0,1,2016-02-28  05:09:48.29,2016-02-28  05:13:07.48
,Syntax errors,3,4,0,0,1,2016-02-28  05:13:07.48,2016-02-28  05:13:43.60
,Syntax errors,3,5,0,2,1,2016-02-28  05:13:43.60,2016-02-28  05:16:35.06
,Strings and casting,4,1,0,0,1,2016-02-29  18:53:51.14,2016-02-29  18:54:45.37
,Strings and casting,4,2,0,0,1,2016-02-29  18:54:45.37,2016-02-29  19:00:20.34
,Strings and casting,4,3,0,0,1,2016-02-29  19:00:20.34,2016-02-29  19:03:19.15
,Strings and casting,4,4,0,0,1,2016-02-29  19:03:19.15,2016-02-29  19:03:48.43
,Strings and casting,4,5,0,0,1,2016-02-29  19:03:48.43,2016-02-29  19:04:37.18
,Strings and casting,4,6,0,0,1,2016-02-29  19:04:37.18,2016-02-29  19:05:42.32
,For-loops - code writing,5,1,0,0,1,2016-02-29  19:05:42.59,2016-02-29  19:06:31.13
,For-loops - code writing,5,2,0,0,1,2016-02-29  19:06:31.13,2016-02-29  19:07:06.37
,Strings and casting,4,1,0,1,0,2016-02-29  19:10:32.89,2016-02-29  19:10:36.57
,For-loops - code writing,5,3,0,1,1,2016-02-29  19:10:42.80,2016-02-29  19:13:00.63
,For-loops - code writing,5,4,0,2,1,2016-02-29  19:13:00.63,2016-02-29  19:17:54.96
,For-loops - code writing,5,1,0,9,0,2016-03-01  00:10:39.69,2016-03-01  00:10:44.37
,For-loops - code writing,5,5,0,1,1,2016-03-01  00:10:50.88,2016-03-01  00:14:07.74
,For-loops - code writing,5,6,0,1,1,2016-03-01  00:14:07.74,2016-03-01  00:16:24.96
,For-loops - code writing,5,7,0,1,1,2016-03-01  00:16:33.23,2016-03-01  00:21:15.25
,For-loops - code writing,5,8,0,1,1,2016-03-01  00:21:15.25,2016-03-01  00:31:09.62
,Methods - code reading,6,1,0,0,1,2016-03-02  05:09:05.90,2016-03-02  05:09:39.69
,Methods - code reading,6,2,0,0,1,2016-03-02  05:09:39.69,2016-03-02  05:11:15.05
,Methods - code reading,6,3,0,0,1,2016-03-02  05:11:15.05,2016-03-02  05:12:18.12
,Methods - code reading,6,4,0,0,1,2016-03-02  05:12:18.12,2016-03-02  05:16:57.71
,Methods - code reading,6,5,0,0,1,2016-03-02  05:16:57.71,2016-03-02  05:19:02.65
,Methods - code reading,6,6,0,0,1,2016-03-02  05:19:02.65,2016-03-02  05:21:46.78
,Writing code: methods and for-loops,8,1,0,12,2,2016-03-02  05:31:01.81,2016-03-02  05:32:40.08
,Writing code: methods and for-loops,8,2,0,1,1,2016-03-02  05:32:40.08,2016-03-02  05:34:15.27
,Writing code: methods and for-loops,8,3,0,8,1,2016-03-02  05:34:15.27,2016-03-02  05:47:57.42
,Writing code: methods and for-loops,8,4,0,3,1,2016-03-02  05:47:57.42,2016-03-02  05:54:01.00
,Writing code: methods and for-loops,8,1,0,3,0,2016-03-02  05:59:47.11,2016-03-02  05:59:50.74
,Writing code: methods and for-loops,8,5,0,3,0,2016-03-02  05:59:53.67,2016-03-02  06:03:12.57
,I/O tracing and coding,10,1,0,2,1,2016-03-02  08:07:43.32,2016-03-02  08:14:10.38
,I/O tracing and coding,10,2,0,2,1,2016-03-02  08:14:10.38,2016-03-02  08:18:29.34
,I/O tracing and coding,10,3,0,1,1,2016-03-02  08:18:29.35,2016-03-02  08:26:12.46
,I/O tracing and coding,10,4,0,0,1,2016-03-02  08:26:12.46,2016-03-02  08:30:03.90
,I/O tracing and coding,10,5,0,0,0,2016-03-02  08:30:03.90,2016-03-02  08:34:18.46
,I/O tracing and coding,10,5,0,0,1,2016-03-02  08:34:34.83,2016-03-02  08:35:56.21
,I/O tracing and coding,10,6,0,4,0,2016-03-02  08:36:48.09,2016-03-02  08:52:59.27
,I/O tracing and coding,10,7,0,0,0,2016-03-02  08:52:59.27,2016-03-02  09:01:12.58
,Arrays,9,1,0,0,1,2016-03-02  09:03:00.44,2016-03-02  09:09:00.44
,I/O tracing and coding,10,6,0,1,1,2016-03-02  20:04:15.87,2016-03-02  20:28:12.78
,I/O tracing and coding,10,7,0,0,1,2016-03-03  04:15:22.72,2016-03-03  04:28:06.85
,I/O tracing and coding,10,1,0,4,0,2016-03-03  04:57:24.90,2016-03-03  04:57:29.33
,I/O tracing and coding,10,1,0,4,0,2016-03-03  05:01:51.72,2016-03-03  05:01:55.89
,I/O tracing and coding,10,1,0,3,0,2016-03-03  05:10:39.45,2016-03-03  05:10:42.18
,I/O tracing and coding,10,8,0,14,1,2016-03-03  05:10:42.18,2016-03-03  05:34:41.14
,Arrays,9,3,0,0,1,2016-03-03  05:34:47.73,2016-03-03  05:43:44.66
,I/O tracing and coding,10,1,0,14,0,2016-03-03  05:59:50.67,2016-03-03  05:59:55.92
,Arrays,9,5,0,0,1,2016-03-03  06:00:40.60,2016-03-03  06:09:57.91
,Arrays,9,6,0,1,0,2016-03-03  06:09:57.91,2016-03-03  06:24:28.60
,Arrays,9,7,0,4,0,2016-03-03  06:24:28.60,2016-03-03  06:41:58.60
,Arrays,9,8,0,0,1,2016-03-03  06:41:58.60,2016-03-03  06:52:05.98
,Arrays,9,4,1,8,1,2016-03-03  10:25:05.96,2016-03-03  10:38:22.00
,Print statements,1,1,0,0,1,2016-04-02  06:32:24.40,2016-04-02  06:32:44.89
,Print statements,1,2,0,0,1,2016-04-02  06:32:44.89,2016-04-02  06:33:12.14
,Print statements,1,3,0,0,1,2016-04-02  06:33:12.15,2016-04-02  06:33:59.88
,Print statements,1,4,0,0,1,2016-04-02  06:33:59.88,2016-04-02  06:36:48.59
,Print statements,1,5,0,0,1,2016-04-02  06:36:48.59,2016-04-02  06:37:08.98
,Print statements,1,6,0,0,0,2016-04-02  06:37:08.98,2016-04-02  06:38:47.66
,Print statements,1,6,0,0,1,2016-04-02  06:38:51.75,2016-04-02  06:39:07.08
,Print statements,1,7,0,0,1,2016-04-02  06:39:07.08,2016-04-02  06:41:06.28
,For-loops - code reading,2,1,0,0,1,2016-04-02  06:41:06.58,2016-04-02  06:48:55.91
,For-loops - code reading,2,2,0,0,1,2016-04-02  06:48:55.91,2016-04-02  06:51:51.67
,For-loops - code reading,2,3,0,0,1,2016-04-02  06:54:13.39,2016-04-02  06:57:04.09
,Syntax errors,3,1,0,1,1,2016-04-03  23:28:49.72,2016-04-03  23:29:59.47
,Syntax errors,3,2,0,1,1,2016-04-03  23:29:59.48,2016-04-03  23:30:21.98
,Syntax errors,3,3,0,1,1,2016-04-03  23:30:21.98,2016-04-03  23:30:53.97
,Syntax errors,3,4,0,0,1,2016-04-03  23:30:53.97,2016-04-03  23:31:16.52
,Syntax errors,3,5,0,2,1,2016-04-03  23:31:16.52,2016-04-03  23:34:11.91
,Syntax errors,3,6,0,1,1,2016-04-03  23:34:11.91,2016-04-03  23:38:23.49
,Strings and casting,4,1,0,0,1,2016-04-03  23:38:23.73,2016-04-03  23:38:56.77
,Strings and casting,4,2,0,0,1,2016-04-03  23:38:56.77,2016-04-03  23:43:36.66
,Strings and casting,4,3,0,0,1,2016-04-03  23:43:36.66,2016-04-03  23:45:09.68
,Strings and casting,4,4,0,0,1,2016-04-03  23:45:09.68,2016-04-03  23:45:44.40
,Strings and casting,4,5,0,0,1,2016-04-03  23:45:44.40,2016-04-03  23:46:55.93
,For-loops - code writing,5,1,0,0,1,2016-04-05  02:24:10.48,2016-04-05  02:27:53.79
,For-loops - code writing,5,2,0,0,1,2016-04-05  02:27:53.79,2016-04-05  02:28:21.27
,For-loops - code writing,5,3,0,1,1,2016-04-05  02:28:21.27,2016-04-05  02:32:13.82
,For-loops - code writing,5,4,0,1,1,2016-04-05  02:32:13.82,2016-04-05  02:34:01.54
,For-loops - code writing,5,5,0,0,1,2016-04-05  02:34:01.54,2016-04-05  02:35:35.42
,For-loops - code writing,5,6,0,0,1,2016-04-05  02:35:35.42,2016-04-05  02:36:25.18
,For-loops - code writing,5,7,0,2,1,2016-04-05  02:36:25.18,2016-04-05  02:39:03.17
,For-loops - code writing,5,8,0,3,1,2016-04-05  02:39:03.17,2016-04-05  02:45:15.14
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-05  02:45:15.40,2016-04-05  02:45:39.68
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-05  02:45:39.68,2016-04-05  02:46:46.11
,Final Prep: Weeks 1-4,11,3,0,0,1,2016-04-05  02:46:46.11,2016-04-05  02:47:50.37
,Final Prep: Weeks 1-4,11,4,0,5,1,2016-04-05  02:47:50.38,2016-04-05  03:05:25.70
,Final Prep: Weeks 1-4,11,5,0,0,1,2016-04-05  03:05:25.70,2016-04-05  03:09:15.70
,Final Prep: Weeks 1-4,11,6,0,0,1,2016-04-05  03:09:15.70,2016-04-05  03:17:12.78
,Final Prep: Weeks 1-4,11,7,0,4,1,2016-04-05  03:17:12.78,2016-04-05  03:26:19.70
,Final Prep: Weeks 1-4,11,8,0,0,1,2016-04-05  03:26:19.70,2016-04-05  03:27:19.79
,Methods - code reading,6,1,0,0,1,2016-04-06  00:56:19.57,2016-04-06  00:56:43.97
,Methods - code reading,6,2,0,0,1,2016-04-06  00:56:43.97,2016-04-06  00:57:15.01
,Methods - code reading,6,3,0,0,1,2016-04-06  00:57:15.02,2016-04-06  00:58:05.07
,Methods - code reading,6,4,0,0,1,2016-04-06  00:58:05.07,2016-04-06  00:58:33.18
,Methods - code reading,6,5,0,0,1,2016-04-06  00:58:33.18,2016-04-06  01:00:13.94
,Methods - code reading,6,6,0,0,1,2016-04-06  01:00:13.94,2016-04-06  01:01:58.45
,Final Prep: Weeks 5-9,12,1,0,0,1,2016-04-06  01:01:58.76,2016-04-06  01:08:54.95
,Final Prep: Weeks 5-9,12,2,0,5,0,2016-04-06  01:08:54.95,2016-04-06  01:29:01.14
,Final Prep: Weeks 5-9,12,3,0,1,0,2016-04-06  01:29:01.14,2016-04-06  02:03:24.76
,Final Prep: Weeks 5-9,12,4,0,1,1,2016-04-06  02:03:24.77,2016-04-06  02:08:48.59
,Final Prep: Weeks 5-9,12,2,0,2,1,2016-04-06  02:12:24.19,2016-04-06  02:35:59.05
,Writing code: methods and for-loops,8,1,0,2,1,2016-04-07  05:06:21.17,2016-04-07  05:08:00.18
,Writing code: methods and for-loops,8,2,0,1,1,2016-04-07  05:08:00.18,2016-04-07  05:09:35.06
,Writing code: methods and for-loops,8,3,0,2,1,2016-04-07  05:09:35.06,2016-04-07  05:12:14.53
,Writing code: methods and for-loops,8,4,0,1,1,2016-04-07  05:12:14.53,2016-04-07  05:15:12.59
,Writing code: methods and for-loops,8,5,0,5,1,2016-04-07  05:15:12.59,2016-04-07  05:19:03.06
,Writing code: methods and for-loops,8,6,0,3,0,2016-04-07  05:19:03.06,2016-04-07  05:23:38.65
,Final Prep: Weeks 10-13,13,1,0,0,1,2016-04-07  05:23:38.92,2016-04-07  05:39:21.06
,Final Prep: Weeks 10-13,13,2,0,1,1,2016-04-07  05:39:21.06,2016-04-07  05:56:10.03
,Final Prep: Weeks 10-13,13,3,0,0,1,2016-04-07  05:56:10.03,2016-04-07  06:06:11.16
,I/O tracing and coding,10,1,0,9,1,2016-04-08  03:51:18.01,2016-04-08  03:56:04.10
,I/O tracing and coding,10,2,0,1,1,2016-04-08  03:56:04.10,2016-04-08  03:58:14.11
,I/O tracing and coding,10,3,0,2,1,2016-04-08  03:58:14.11,2016-04-08  04:02:36.50
,I/O tracing and coding,10,4,0,0,1,2016-04-08  04:02:36.50,2016-04-08  04:04:15.13
,I/O tracing and coding,10,5,0,0,1,2016-04-08  04:04:15.13,2016-04-08  04:05:14.13
,I/O tracing and coding,10,6,0,2,0,2016-04-08  04:05:14.13,2016-04-08  04:14:22.21
,I/O tracing and coding,10,7,0,0,1,2016-04-08  04:14:33.00,2016-04-08  04:18:25.06
,Arrays,9,1,0,0,1,2016-04-09  02:57:44.15,2016-04-09  02:59:32.07
,Arrays,9,2,0,2,1,2016-04-09  02:59:32.08,2016-04-09  03:01:13.67
,Arrays,9,3,0,0,1,2016-04-09  03:01:13.67,2016-04-09  03:04:48.51
,Arrays,9,4,0,5,1,2016-04-09  03:04:48.51,2016-04-09  03:18:13.46
,Arrays,9,5,0,0,1,2016-04-09  03:18:13.46,2016-04-09  03:24:53.86
,Arrays,9,6,0,3,0,2016-04-09  03:24:53.86,2016-04-09  03:48:00.66
,Arrays,9,7,0,6,1,2016-04-09  03:48:00.66,2016-04-09  03:58:29.61
,Arrays,9,8,0,0,1,2016-04-09  03:58:29.61,2016-04-09  04:00:46.82
,More Final Review,14,1,0,1,1,2016-04-09  04:04:27.37,2016-04-09  04:07:07.48
,More Final Review,14,2,0,0,0,2016-04-09  04:07:07.48,2016-04-09  04:22:53.39
,More Final Review,14,4,0,3,0,2016-04-09  04:23:47.02,2016-04-09  04:35:58.57
,Arrays,9,6,0,3,1,2016-04-09  17:54:15.20,2016-04-09  18:02:09.15
,Arrays,9,9,0,2,0,2016-04-09  18:02:09.15,2016-04-09  18:15:25.14
,More Final Review,14,2,0,0,1,2016-04-09  18:15:33.37,2016-04-09  18:21:22.54
,More Final Review,14,3,0,4,0,2016-04-09  18:21:22.54,2016-04-09  18:32:18.93
,Arrays,9,1,0,5,0,2016-04-09  18:44:20.77,2016-04-09  18:44:25.72
,More Final Review,14,4,0,3,0,2016-04-09  18:45:57.02,2016-04-09  18:52:41.69
,More Final Review,14,5,0,4,0,2016-04-09  18:52:41.69,2016-04-09  19:03:32.43
,More Final Review,14,6,0,15,0,2016-04-09  19:03:32.43,2016-04-09  19:25:47.35
,More Final Review,14,7,0,0,1,2016-04-09  19:25:47.35,2016-04-09  19:59:15.99
,Arrays,9,9,3,0,0,2016-04-10  00:38:09.15,2016-04-10  00:45:16.16
,Arrays,9,1,0,7,0,2016-04-10  01:02:47.64,2016-04-10  01:02:56.33
,More Final Review,14,5,7,2,1,2016-04-10  01:03:08.30,2016-04-10  01:26:45.22
,Arrays,9,1,1,0,0,2016-04-10  01:26:45.56,2016-04-10  01:26:52.10
,Arrays,9,9,5,1,1,2016-04-10  01:26:52.10,2016-04-10  01:30:47.66
,More Final Review,14,3,6,1,0,2016-04-10  01:30:50.14,2016-04-10  01:33:57.82
,More Final Review,14,6,7,1,1,2016-04-10  01:34:00.93,2016-04-10  01:36:29.77
,More Final Review,14,4,1,0,0,2016-04-11  19:13:36.28,2016-04-11  19:15:04.91
,Final Prep: Weeks 10-13,13,2,0,3,1,2016-04-11  19:15:08.36,2016-04-11  19:21:15.73
56a6b513c478dbdffc7190e5,98
,Syntax errors,3,1,0,1,1,2016-02-03  18:26:42.67,2016-02-03  18:27:42.20
,Syntax errors,3,2,0,1,1,2016-02-03  18:27:42.20,2016-02-03  18:28:13.59
,Syntax errors,3,1,0,0,0,2016-02-03  18:40:22.42,2016-02-03  18:40:25.71
,Syntax errors,3,3,2,1,1,2016-02-03  18:40:28.64,2016-02-03  18:41:51.97
,Syntax errors,3,4,0,0,1,2016-02-03  18:41:51.97,2016-02-03  18:42:13.21
,Syntax errors,3,5,1,1,1,2016-02-03  18:42:13.21,2016-02-03  18:44:30.39
,Syntax errors,3,6,0,1,1,2016-02-03  18:44:30.39,2016-02-03  18:46:16.87
,Print statements,1,1,0,0,1,2016-02-03  18:46:19.70,2016-02-03  18:46:59.18
,Print statements,1,2,0,0,1,2016-02-03  18:46:59.18,2016-02-03  18:47:32.92
,Print statements,1,3,0,0,1,2016-02-03  18:47:32.92,2016-02-03  18:48:11.42
,Print statements,1,4,0,0,1,2016-02-03  18:48:11.42,2016-02-03  18:48:44.94
,Print statements,1,5,0,0,1,2016-02-03  18:48:44.94,2016-02-03  18:49:27.24
,Print statements,1,6,0,0,1,2016-02-03  18:49:27.24,2016-02-03  18:50:13.74
,Print statements,1,5,0,0,1,2016-02-03  18:50:13.74,2016-02-03  18:50:31.92
,Print statements,1,6,0,0,1,2016-02-03  18:50:31.92,2016-02-03  18:50:48.73
,Print statements,1,7,0,0,1,2016-02-03  18:50:48.73,2016-02-03  18:53:52.78
,For-loops - code reading,2,1,1,0,1,2016-02-03  18:53:53.87,2016-02-03  18:58:17.65
,For-loops - code reading,2,2,0,0,1,2016-02-03  18:58:17.65,2016-02-03  19:00:09.97
,For-loops - code reading,2,3,0,0,1,2016-02-03  19:00:09.98,2016-02-03  19:02:38.77
,For-loops - code reading,2,4,0,0,1,2016-02-03  19:02:38.77,2016-02-03  19:07:33.46
,Strings and casting,4,1,0,0,1,2016-02-03  19:07:33.89,2016-02-03  19:09:23.70
,Strings and casting,4,2,0,0,1,2016-02-03  19:09:23.70,2016-02-03  19:14:20.43
,Strings and casting,4,3,0,0,1,2016-02-03  19:14:20.43,2016-02-03  19:17:30.80
,Strings and casting,4,4,0,0,1,2016-02-03  19:17:30.80,2016-02-03  19:18:33.91
,Strings and casting,4,5,0,0,1,2016-02-03  19:18:33.91,2016-02-03  19:19:47.65
,Strings and casting,4,6,0,0,1,2016-02-03  19:19:47.65,2016-02-03  19:20:42.85
,For-loops - code writing,5,1,0,1,1,2016-02-03  19:20:43.29,2016-02-03  19:26:30.95
,For-loops - code writing,5,2,0,4,1,2016-02-03  19:26:30.95,2016-02-03  19:29:01.45
,For-loops - code writing,5,3,0,3,1,2016-02-03  19:29:01.45,2016-02-03  19:46:06.77
,Strings and casting,4,1,4,4,0,2016-02-03  19:58:30.23,2016-02-03  19:58:33.96
,For-loops - code writing,5,4,0,3,1,2016-02-03  23:38:53.63,2016-02-03  23:49:57.48
,For-loops - code writing,5,5,0,3,1,2016-02-03  23:49:57.48,2016-02-03  23:54:22.01
,For-loops - code writing,5,6,0,1,1,2016-02-03  23:54:22.01,2016-02-03  23:59:18.13
,For-loops - code writing,5,7,4,2,1,2016-02-03  23:59:18.13,2016-02-04  00:24:34.83
